X,Z,trial,finished
-35.56156,50.26664,6,1
-33.12584,48.96854,6,1
-32.17267,48.4607,6,1
-32.17267,48.4607,6,1
-32.17267,48.4607,6,1
-32.17267,48.4607,6,1
-29.79072,49.28326,6,1
-26.84474,50.30989,6,1
-24.63858,52.0401,6,1
-24.64,54.88486,6,1
-24.55914,57.27291,6,1
-24.55914,57.27291,6,1
-24.55914,57.27291,6,1
-23.65039,59.87892,6,1
-23.65039,59.87892,6,1
-23.65039,59.87892,6,1
-23.65039,59.87892,6,1
-23.65039,59.87892,6,1
-22.45621,58.69727,6,1
-22.07,57.22,6,1
-22.07,57.22,6,1
-22.07,57.22,6,1
-22.75239,57.89523,6,1
-24.71425,59.83652,6,1
-24.71425,59.83652,6,1
-24.71425,59.83652,6,1
-24.71425,59.83652,6,1
-24.72364,58.03654,6,1
-24.73928,55.03657,6,1
-24.75554,51.9166,6,1
-24.94607,50.25295,6,1
-24.94607,50.25295,6,1
-24.94607,50.25295,6,1
-24.94607,50.25295,6,1
-24.94607,50.25295,6,1
-24.94607,50.25295,6,1
-25.10331,49.92911,6,1
-26.25226,47.55223,6,1
-27.61011,44.74319,6,1
-27.66234,44.63515,6,1
-27.66234,44.63515,6,1
-28.07845,43.63868,6,1
-29.09588,40.69202,6,1
-29.88743,37.79829,6,1
-30.27748,34.75248,6,1
-30.21145,31.63385,6,1
-29.88524,30.10835,6,1
-29.88524,30.10835,6,1
-29.88524,30.10835,6,1
-29.88524,30.10835,6,1
-29.88524,30.10835,6,1
-27.87326,28.39913,6,1
-25.4971,26.37723,6,1
-23.24944,24.39031,6,1
-21.23855,22.01349,6,1
-19.9639,19.39902,6,1
-19.83268,16.28501,6,1
-19.72286,15.09004,6,1
-19.02676,13.17249,6,1
-17.85299,11.68697,6,1
-15.41168,9.748891,6,1
-13.4917,8.527692,6,1
-11.61734,7.722465,6,1
-8.860937,6.538299,6,1
-5.994276,5.306767,6,1
-3.127739,4.074946,6,1
-0.7355521,3.233795,6,1
0.36,0.7320659,6,1
0.36,-1.267677,6,1
0.36,-1.267677,6,1
0.36,-1.267677,6,1
0.36,-1.267677,6,1
-0.2714896,1.665107,6,1
-0.4820766,3.54209,6,1
-0.4820766,3.54209,6,1
-0.4820766,3.54209,6,1
-0.4820766,3.54209,6,1
-0.4820766,3.54209,6,1
-1.233845,3.527599,6,1
-3.34072,3.459913,6,1
-4.18784,3.411047,6,1
-5.627945,3.327974,6,1
-5.627945,3.327974,6,1
-5.903771,6.315261,6,1
-5.903771,6.315261,6,1
-5.903771,6.315261,6,1
-5.903771,6.315261,6,1
-5.903771,6.315261,6,1
-5.903771,6.315261,6,1
-8.417591,7.454695,6,1
-11.25758,8.746549,6,1
-14.09666,10.0404,6,1
-16.83366,11.51471,6,1
-19.22634,13.49642,6,1
-20.42626,15.14638,6,1
-20.42626,15.14638,6,1
-20.28,17.14056,6,1
-20.28,19.78071,6,1
-20.96538,21.89029,6,1
-20.96538,21.89029,6,1
-22.03317,22.43783,6,1
-24.70265,23.80669,6,1
-27.06557,25.98536,6,1
-29.10205,28.18825,6,1
-30.58242,30.8677,6,1
-31.14685,32.56443,6,1
-30.59121,33.0396,6,1
-30.28,34.64219,6,1
-30.28,36.51529,6,1
-30.49549,39.55772,6,1
-30.65625,40.25954,6,1
-30.64119,40.73931,6,1
-30.4918,43.73235,6,1
-30.12759,44.74683,6,1
-29.75671,46.87109,6,1
-29.4269,47.89945,6,1
-28.60642,49.50157,6,1
-28.06261,50.67328,6,1
-29.40343,47.98964,6,1
-29.51069,47.77495,6,1
-29.51069,47.77495,6,1
-29.51069,47.77495,6,1
-29.20881,48.55883,6,1
-28.99088,49.11785,6,1
-28.99088,49.11785,6,1
-28.36934,49.84948,6,1
-27.25322,50.33268,6,1
-25.96275,49.23054,6,1
-25.3393,49.96055,6,1
-24.62093,51.3206,6,1
-25.28,54.16755,6,1
-25.37999,57.10905,6,1
-25.40372,57.22668,6,1
-25.40372,57.22668,6,1
-25.40372,57.22668,6,1
-25.40372,57.22668,6,1
-25.40372,57.22668,6,1
-25.40372,57.22668,6,1
-25.40372,57.22668,6,1
-24.01779,57.61761,6,1
-23.32483,57.81308,6,1
-22.06988,58.27217,6,1
-22.07,58.30475,6,1
-22.07,58.30475,6,1
-25.07061,57.4499,6,1
-26.51744,57.56745,6,1
-27.88,57.22,6,1
-27.88,57.22,6,1
-27.88,57.22,6,1
-26.85306,57.55437,6,1
-23.92379,57.99203,6,1
-22.07001,57.32055,6,1
-22.07001,57.32055,6,1
-22.07001,57.32055,6,1
-22.07001,57.32055,6,1
-22.07001,57.32055,6,1
-22.83956,57.31108,6,1
-22.89869,57.35937,6,1
-24.62903,59.35322,6,1
-26.1234,60.79011,6,1
-26.35936,60.79,6,1
-26.35936,60.79,6,1
-25.05981,58.35524,6,1
-24.64009,56.10881,6,1
-24.64,54.50275,6,1
-24.64,54.50275,6,1
-24.64,53.38714,6,1
-24.51027,50.54131,6,1
-24.31478,47.79049,6,1
-24.31478,47.79049,6,1
-24.23524,45.75204,6,1
-24.1755,43.83298,6,1
-24.1755,43.83298,6,1
-25.16624,44.06804,6,1
-27.23027,44.55775,6,1
-27.8082,44.69487,6,1
-27.8082,44.69487,6,1
-27.67336,43.50247,6,1
-27.40366,41.11768,6,1
-27.40366,41.11768,6,1
-28.92965,41.18134,6,1
-28.97673,39.98227,6,1
-29.6971,37.4555,6,1
-29.73122,34.4562,6,1
-29.69283,32.53662,6,1
-29.69283,32.53662,6,1
-29.40663,32.15128,6,1
-29.11867,31.76726,6,1
-27.51385,29.98273,6,1
-25.44437,27.64788,6,1
-23.37489,25.31303,6,1
-21.34138,22.94825,6,1
-19.75814,20.27077,6,1
-19.64,17.69079,6,1
-19.46531,14.84034,6,1
-17.69257,12.36243,6,1
-16.46475,11.40095,6,1
-13.77735,9.818327,6,1
-11.03931,8.322512,6,1
-8.406569,6.884228,6,1
-5.668512,5.388412,6,1
-2.930453,3.892598,6,1
-0.5052663,3.164374,6,1
0.36,1.079846,6,1
0.36,0.2022797,6,1
0.36,0.2022797,6,1
0.36,0.2022797,6,1
0.1142322,1.130287,6,1
-0.6547411,4.030059,6,1
-1.392956,6.813846,6,1
-1.392956,6.813846,6,1
-2.377171,6.552846,6,1
-2.541207,6.509346,6,1
-2.541207,6.509346,6,1
-0.5727767,7.031345,6,1
0.9855645,7.444595,6,1
0.9855645,7.444595,6,1
0.9855645,7.444595,6,1
0.9855645,7.444595,6,1
0.9855645,7.444595,6,1
1.063922,7.774837,6,1
1.507167,9.762227,6,1
1.973297,11.91712,6,1
1.99375,11.99947,6,1
1.635092,12.03052,6,1
-1.47325,12.29991,6,1
-4.463049,12.54707,6,1
-7.453187,12.79016,6,1
-10.56331,13.03827,6,1
-13.55341,13.28167,6,1
-16.5412,14.00481,6,1
-19.4267,14.66607,6,1
-20.62047,15.02416,6,1
-20.61933,15.02627,6,1
-20.61933,15.02628,6,1
-20.61936,15.02621,6,1
-20.61936,15.02621,6,1
-20.61936,15.02621,6,1
-20.61235,15.02894,6,1
-20.27872,15.70543,6,1
-20.28,18.64799,6,1
-20.74261,21.52776,6,1
-23.12426,23.31777,6,1
-25.2784,25.57477,6,1
-27.244,27.83285,6,1
-28.73726,30.56788,6,1
-29.91399,33.43926,6,1
-30.28,36.2602,6,1
-30.28,36.37595,6,1
-30.25241,39.32787,6,1
-30.09652,42.44317,6,1
-29.70459,45.41336,6,1
-28.96498,48.30885,6,1
-28.83657,48.64517,6,1
-28.75622,48.6179,6,1
-26.6671,47.90885,6,1
-26.58675,47.88158,6,1
-26.58675,47.88158,6,1
-26.58675,47.88158,6,1
-26.58675,47.88158,6,1
-26.58675,47.88158,6,1
-26.58675,47.88158,6,1
-26.55415,49.44122,6,1
-26.52181,50.50007,6,1
-26.52181,50.50007,6,1
-26.52181,50.50007,6,1
-25.14714,49.65779,6,1
-24.43293,50.62268,6,1
-24.64,52.82605,6,1
-24.64,55.94562,6,1
-24.18225,58.83818,6,1
-22.06991,60.32495,6,1
-22.07,60.42808,6,1
-22.07,60.42808,6,1
-22.07,60.42808,6,1
-22.07,60.42808,6,1
-22.14621,57.9093,6,1
-22.21172,57.22,6,1
-22.21172,57.22,6,1
-22.14273,59.85914,6,1
-22.1396,59.9791,6,1
-22.1396,59.9791,6,1
-23.15877,58.64353,6,1
-25.01187,56.2866,6,1
-25.28,53.38899,6,1
-25.3978,50.3033,6,1
-25.3978,50.3033,6,1
-25.3978,50.3033,6,1
-25.3978,50.3033,6,1
-25.9647,48.09493,6,1
-26.72998,45.19459,6,1
-27.7731,42.38213,6,1
-28.87581,39.4635,6,1
-29.82692,36.98637,6,1
-29.64024,33.87255,6,1
-28.97049,30.9807,6,1
-27.18712,28.49459,6,1
-24.92879,26.36173,6,1
-23.07143,24.00591,6,1
-21.14615,21.55075,6,1
-19.77717,19.08272,6,1
-19.90859,15.96639,6,1
-19.96278,12.96771,6,1
-18.14648,10.52126,6,1
-15.5713,8.805436,6,1
-12.98359,7.28837,6,1
-10.15878,5.979901,6,1
-7.216488,4.970171,6,1
-4.34632,3.759515,6,1
-1.436501,3.565549,6,1
0.3501678,1.266761,6,1
0.36,-1.721437,6,1
0.36,-1.75,6,1
0.36,-1.75,6,1
0.1940749,1.125216,6,1
0.02123638,4.120232,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.006417783,4.599434,6,1
-0.2609901,4.853979,6,1
-2.461501,7.065803,6,1
-5.008115,8.844852,6,1
-7.557914,10.41774,6,1
-10.4518,11.57173,6,1
-13.21769,13.01396,6,1
-15.90491,14.3477,6,1
-17.79305,14.6577,6,1
-17.79305,14.6577,6,1
-18.11428,14.15809,6,1
-18.76641,13.16516,6,1
-18.76641,13.16516,6,1
-18.76641,13.16516,6,1
-19.32993,14.87468,6,1
-20.01387,17.79671,6,1
-20.06401,20.91632,6,1
-21.25086,23.58442,6,1
-23.28748,25.77963,6,1
-25.31893,28.14767,6,1
-27.35367,30.51086,6,1
-29.37986,32.72238,6,1
-30.28,35.46008,6,1
-30.28,38.43301,6,1
-30.14015,41.53033,6,1
-29.00953,44.43577,6,1
-27.83085,47.32455,6,1
-26.49489,50.13697,6,1
-24.75995,52.24631,6,1
-24.66679,55.17794,6,1
-24.12775,57.98138,6,1
-22.07,58.28153,6,1
-22.07,57.43367,6,1
-22.07,57.33186,6,1
-22.07,57.33186,6,1
-22.07,57.33186,6,1
-22.07,57.33186,6,1
-24.52296,57.51421,6,1
-24.52296,57.51421,6,1
-24.52296,57.51421,6,1
-24.52296,57.51421,6,1
-25.09426,55.05983,6,1
-25.28,52.10776,6,1
-25.63399,49.02191,6,1
-26.75357,46.11364,6,1
-27.52982,43.21581,6,1
-28.687,40.48296,6,1
-29.82087,37.77258,6,1
-30.06764,34.66246,6,1
-28.68323,32.08802,6,1
-26.88499,29.74358,6,1
-25.02069,27.25349,6,1
-23.24457,24.68954,6,1
-21.55814,22.20841,6,1
-20.25305,19.76563,6,1
-20.27716,16.64815,6,1
-18.91161,13.98188,6,1
-16.07013,12.70291,6,1
-13.48214,11.18826,6,1
-10.8133,9.572188,6,1
-8.148533,7.949415,6,1
-5.590051,6.38291,6,1
-3.151977,4.448673,6,1
-1.035107,3.454362,6,1
0.36,1.344376,6,1
0.3488578,-1.535533,6,1
0.3488578,-1.535533,6,1
0.3488578,-1.535533,6,1
0.36,1.341279,6,1
0.4550236,4.457478,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.5042595,5.295984,6,1
0.06472833,5.48889,6,1
-2.68511,6.688212,6,1
-5.543448,7.93893,6,1
-8.4004,9.192815,6,1
-11.25734,10.4467,6,1
-14.0044,11.65236,6,1
-16.85982,12.90969,6,1
-19.10995,14.69853,6,1
-20.28,17.35946,6,1
-20.28,20.47592,6,1
-22.21314,22.60271,6,1
-24.28554,24.91648,6,1
-26.12697,27.43509,6,1
-27.78098,29.93552,6,1
-29.36474,32.62357,6,1
-29.86739,35.67986,6,1
-30.0628,38.66882,6,1
-29.37869,41.71161,6,1
-28.1527,44.57395,6,1
-27.2868,47.559,6,1
-26.51192,50.56874,6,1
-24.84745,52.21343,6,1
-24.81499,55.3237,6,1
-24.59732,58.27139,6,1
-22.24812,60.17937,6,1
-22.07,60.29666,6,1
-22.41798,60.3889,6,1
-24.73753,60.79,6,1
-25.31602,60.79,6,1
-24.59858,60.15213,6,1
-22.51006,58.16958,6,1
-22.07,57.22,6,1
-22.84234,57.97491,6,1
-24.99206,60.06746,6,1
-25.76264,60.79,6,1
-25.76264,60.79,6,1
-25.76264,60.79,6,1
-25.55899,59.85185,6,1
-25.26624,56.87269,6,1
-25.22359,53.63292,6,1
-25.18474,50.63314,6,1
-25.88387,47.73323,6,1
-26.82446,44.75837,6,1
-27.72888,41.89791,6,1
-28.87767,39.49032,6,1
-30.04391,36.86028,6,1
-30.28,33.8823,6,1
-28.73996,31.24714,6,1
-26.51461,29.23524,6,1
-24.82118,26.65916,6,1
-22.78738,24.46381,6,1
-20.94174,22.10588,6,1
-20.15645,19.3781,6,1
-19.7311,16.40877,6,1
-18.42581,13.73356,6,1
-15.77465,12.26531,6,1
-12.97547,10.92746,6,1
-10.38122,9.420846,6,1
-7.683192,7.853967,6,1
-5.095851,6.336491,6,1
-2.746887,4.283889,6,1
-0.5209442,3.024116,6,1
0,0,7,1
-0.02607327,2.039812,7,1
-0.5209649,5.069902,7,1
-3.234432,6.186646,7,1
-6.237659,7.016949,7,1
-9.041216,8.084695,7,1
-11.95445,9.201604,7,1
-14.6046,10.56106,7,1
-16.86207,12.53196,7,1
-18.21427,14.05858,7,1
-19.24401,12.50366,7,1
-19.98442,13.5756,7,1
-20.11155,16.57069,7,1
-20.28,19.68277,7,1
-21.63643,22.10977,7,1
-24.6915,22.36854,7,1
-23.98878,24.56031,7,1
-21.07236,24.00915,7,1
-18.63906,25.681,7,1
-16.29441,27.73935,7,1
-14.03789,29.71623,7,1
-11.75016,31.65657,7,1
-10.27991,34.17691,7,1
-10.15985,37.17062,7,1
-10.3384,40.12306,7,1
-11.8457,40.95764,7,1
-11.28473,42.50745,7,1
-8.62486,43.02851,7,1
-9.044551,46.0835,7,1
-7.366785,48.68103,7,1
-5.621284,51.00494,7,1
-5.270054,53.71418,7,1
-4.718826,56.78124,7,1
-4.205829,58.75135,7,1
-4.205829,58.75135,7,1
-4.452727,58.49472,7,1
-4.839071,55.76831,7,1
-5.279998,52.81728,7,1
-5.879584,50.00202,7,1
-8.766669,49.55534,7,1
-11.8682,49.87907,7,1
-14.5258,50.94944,7,1
-14.80951,53.7867,7,1
-14.63435,56.89335,7,1
-16.75443,57.69257,7,1
-16.76544,57.53183,7,1
-13.6948,57.86639,7,1
-14.37635,57.05912,7,1
-14.6655,54.17058,7,1
-14.62775,51.17399,7,1
-12.95151,48.61006,7,1
-11.82978,45.71535,7,1
-11.28649,42.64302,7,1
-10.73392,39.57235,7,1
-9.970083,36.87057,7,1
-10.15633,33.89769,7,1
-12.02608,31.68223,7,1
-15.00166,31.98862,7,1
-18.09021,31.91053,7,1
-21.14467,31.28178,7,1
-24.10251,30.78494,7,1
-27.10327,31.48128,7,1
-29.43441,33.12074,7,1
-29.84661,36.06756,7,1
-29.71862,39.04533,7,1
-31.99186,40.66755,7,1
-33.83907,41.65733,7,1
-30.9384,42.05676,7,1
-28.95008,43.90756,7,1
-27.5658,46.56114,7,1
-26.17444,49.32459,7,1
-25.08887,51.91398,7,1
-24.7773,54.84204,7,1
-25.53679,57.841,7,1
-25.70485,58.01216,7,1
-25.70485,58.01216,7,1
-25.7855,57.2989,7,1
-24.9841,54.87909,7,1
-24.94851,51.88094,7,1
-26.98499,49.79088,7,1
-29.94183,49.29357,7,1
-32.86464,49.817,7,1
-34.81312,51.88442,7,1
-35.04339,54.87358,7,1
-35.92956,57.91631,7,1
-37.14037,58.25599,7,1
-37.14037,58.25599,7,1
-36.90271,58.2225,7,1
-34.64184,57.1133,7,1
-34.64,54.99361,7,1
-34.64,52.04061,7,1
-34.09161,48.99932,7,1
-32.10743,46.76166,7,1
-31.19399,43.79067,7,1
-30.75495,40.70208,7,1
-30.19368,37.95161,7,1
-29.97476,34.96416,7,1
-31.23965,32.44442,7,1
-33.46847,30.86108,7,1
-31.31789,29.44024,7,1
-28.22019,29.8127,7,1
-26.05783,28.38874,7,1
-24.50214,25.7576,7,1
-22.36485,23.49733,7,1
-20.66672,21.12655,7,1
-19.69792,18.32465,7,1
-19.75045,15.22375,7,1
-18.46305,12.71935,7,1
-15.40932,12.50216,7,1
-12.43587,12.16027,7,1
-9.44784,11.9161,7,1
-6.502435,12.3866,7,1
-3.349804,13.13004,7,1
-0.3687096,13.35911,7,1
1.888987,11.30024,7,1
4.329194,9.357494,7,1
7.034009,8.558938,7,1
9.944818,7.474209,7,1
12.81074,7.211918,7,1
16.04078,7.336044,7,1
17.85057,9.366308,7,1
18.62918,12.16586,7,1
19.79325,14.66683,7,1
19.75796,17.66638,7,1
20.02048,20.76162,7,1
22.43035,22.50164,7,1
25.33375,23.41572,7,1
26.93247,25.88269,7,1
28.71711,27.98378,7,1
29.45171,30.64359,7,1
29.72803,33.4108,7,1
30.00689,36.39493,7,1
30.67513,39.23732,7,1
32.6406,41.43248,7,1
33.67793,42.53564,7,1
33.67793,42.53564,7,1
33.67793,42.53564,7,1
33.74722,44.59864,7,1
35.71381,46.84243,7,1
35.14664,49.75999,7,1
34.77061,52.84925,7,1
34.90924,55.83806,7,1
35.36241,58.92498,7,1
35.61934,59.58177,7,1
35.61934,59.58177,7,1
35.61934,59.58177,7,1
35.61934,59.58177,7,1
34.13214,57.32643,7,1
35.03017,55.61254,7,1
35.05328,52.6184,7,1
34.60202,49.78034,7,1
31.66975,49.01779,7,1
28.79062,48.81808,7,1
26.56211,50.24451,7,1
25.23214,51.99652,7,1
25.35999,55.10553,7,1
26.16129,57.82032,7,1
25.16209,59.87191,7,1
24.41986,57.58872,7,1
25.71391,57.17812,7,1
25.97057,57.97726,7,1
26.82638,60.8276,7,1
27.92994,60.79,7,1
27.92994,60.79,7,1
27.92994,60.79,7,1
26.3696,58.57647,7,1
25.12135,55.81739,7,1
25.32942,52.79316,7,1
26.00727,50.16962,7,1
27.38747,47.37189,7,1
28.25236,44.5142,7,1
28.90919,41.46415,7,1
29.65309,38.77059,7,1
30.03911,35.69799,7,1
30.588,32.76841,7,1
31.40201,29.94988,7,1
28.85573,29.05025,7,1
26.06792,30.15759,7,1
23.10615,30.39555,7,1
19.98746,30.3059,7,1
16.8792,30.49505,7,1
14.04988,29.76113,7,1
12.12251,31.90485,7,1
11.44756,32.49999,7,1
10.06978,34.45396,7,1
9.774802,37.43936,7,1
11.25634,39.90017,7,1
10.03813,40.79418,7,1
8.047551,41.35803,7,1
10.61519,41.37138,7,1
11.11125,43.38392,7,1
9.114857,45.76773,7,1
6.967265,47.43633,7,1
6.357998,50.37177,7,1
5.17787,52.3615,7,1
5.245095,55.18067,7,1
5.191796,58.05795,7,1
3.714942,57.98119,7,1
3.714942,57.98119,7,1
5.320068,58.43753,7,1
7.929292,57.77151,7,1
7.005359,57.42614,7,1
5.02163,55.93601,7,1
4.72,52.96597,7,1
5.703568,50.06361,7,1
7.196347,47.32441,7,1
8.068937,44.33134,7,1
8.896976,41.44793,7,1
9.751007,38.47852,7,1
9.991157,35.61227,7,1
9.825526,32.86294,7,1
10.48203,30.02268,7,1
12.65672,27.95614,7,1
14.6279,25.63245,7,1
12.08031,24.08685,7,1
10.29517,25.22395,7,1
12.88862,26.38629,7,1
15.77252,25.87632,7,1
17.82126,23.52326,7,1
19.33597,21.11921,7,1
19.976,18.44252,7,1
19.71687,15.54296,7,1
19.31372,12.75499,7,1
22.2654,12.14575,7,1
20.07476,10.93848,7,1
17.1153,9.978069,7,1
14.2679,9.034892,7,1
11.45535,7.992769,7,1
8.517107,6.943434,7,1
5.698501,7.800742,7,1
3.468143,5.721842,7,1
0.935401,4.602645,7,1
0.02043376,1.642026,7,1
-0.2799999,0.496684,7,1
-0.03100467,3.558756,7,1
1.39109,6.058632,7,1
4.196306,7.424342,7,1
6.949407,7.937613,7,1
9.58598,9.368637,7,1
12.1969,10.84614,7,1
14.80659,12.32584,7,1
17.62,13.05932,7,1
19.57794,15.13715,7,1
19.88235,18.16811,7,1
19.66795,21.15874,7,1
17.99207,23.6854,7,1
15.80897,25.91442,7,1
13.73851,28.08504,7,1
11.86713,30.57727,7,1
10.31403,33.13068,7,1
10.23587,36.24173,7,1
9.711898,39.13894,7,1
8.140327,41.83163,7,1
6.948896,44.71487,7,1
5.960172,47.54587,7,1
5.314805,50.59171,7,1
4.91328,53.6858,7,1
4.708956,56.66,7,1
4.472897,59.29827,7,1
2.219018,58.29558,7,1
2.552088,57.95104,7,1
5.097351,59.10297,7,1
7.440934,57.5254,7,1
6.948027,57.45701,7,1
5.224431,55.83216,7,1
5.039184,52.85082,7,1
5.946419,50.01192,7,1
7.173941,47.14888,7,1
8.178764,44.32229,7,1
9.044315,41.45193,7,1
9.72204,38.61689,7,1
10.1875,35.65327,7,1
10.53893,32.70778,7,1
12.08536,30.0052,7,1
14.12987,27.80995,7,1
16.18938,25.62856,7,1
18.07118,23.29708,7,1
19.589,20.84833,7,1
19.75838,17.92691,7,1
19.63196,14.81944,7,1
17.51335,12.632,7,1
14.95706,11.06416,7,1
12.20793,9.588793,7,1
9.463705,9.176241,7,1
6.922224,8.386425,7,1
4.594388,6.628607,7,1
1.794282,5.940379,7,1
0.9654731,3.411366,7,1
0.1189454,0.744652,7,1
-0.003569081,2.133634,7,1
0.4559591,5.037164,7,1
2.815813,6.888988,7,1
5.642977,8.173527,7,1
8.522822,9.013682,7,1
11.26691,10.2199,7,1
14.08827,11.55192,7,1
16.90425,12.89529,7,1
19.37921,14.5433,7,1
20.29965,17.33756,7,1
19.71997,20.38272,7,1
18.53685,23.06964,7,1
16.46504,25.23933,7,1
14.38371,27.39989,7,1
12.38543,29.63721,7,1
10.77122,32.1517,7,1
10.15062,35.04891,7,1
9.722378,38.13485,7,1
8.920604,40.98723,7,1
7.564215,43.79689,7,1
6.440735,46.57159,7,1
5.536351,49.55758,7,1
5.319959,52.65105,7,1
5.153359,55.64581,7,1
5.690732,57.82848,7,1
5.308628,55.85377,7,1
4.980047,56.83725,7,1
6.811866,58.12851,7,1
7.672713,57.22,7,1
7.003569,57.42464,7,1
5.13388,56.32052,7,1
5.152977,53.32284,7,1
5.684036,50.27469,7,1
7.055875,47.47276,7,1
8.30422,44.61543,7,1
9.177041,41.62671,7,1
9.704455,38.67358,7,1
9.989306,35.57045,7,1
10.21832,32.57924,7,1
11.88581,30.04176,7,1
14.08946,27.83312,7,1
16.26086,25.59274,7,1
18.26698,23.36758,7,1
19.64098,20.78911,7,1
19.99039,17.71343,7,1
19.56251,14.76004,7,1
17.3587,12.63165,7,1
14.67324,11.29482,7,1
11.96102,10.01829,7,1
9.05493,8.882977,7,1
6.150669,7.742989,7,1
3.377521,6.599173,7,1
0.9551427,4.695845,7,1
0.1155309,1.732742,7,1
-0.2799999,-0.213398,7,1
-0.2799999,1.929588,7,1
0.1383119,4.984558,7,1
1.950023,6.951339,7,1
4.975767,7.691844,7,1
7.82584,8.628378,7,1
10.78291,9.623471,7,1
13.62614,10.58058,7,1
16.46195,11.55871,7,1
18.81679,13.54725,7,1
19.91407,16.40275,7,1
20.22103,19.36758,7,1
19.08799,22.1217,7,1
16.95506,24.39774,7,1
14.83957,26.69099,7,1
12.83983,28.92659,7,1
11.10863,31.51992,7,1
10.36,34.15359,7,1
10.36,37.26258,7,1
9.665968,40.15759,7,1
8.177301,42.89043,7,1
6.90289,45.73668,7,1
5.904782,48.56577,7,1
5.173036,51.4632,7,1
4.957418,54.57573,7,1
5.420237,57.37006,7,1
7.929992,57.22071,7,1
6.948341,57.45785,7,1
5.359999,55.78895,7,1
5.270988,52.81228,7,1
5.778069,49.88211,7,1
6.885014,47.09385,7,1
7.959421,44.29301,7,1
9.042471,41.36713,7,1
9.751292,38.47303,7,1
10.34544,35.41013,7,1
10.56705,32.47414,7,1
12.15357,29.8446,7,1
14.39445,27.67385,7,1
16.38888,25.30003,7,1
17.29692,22.72604,7,1
14.42402,21.58008,7,1
13.65668,21.31,7,1
16.50039,21.31,7,1
19.07307,21.38955,7,1
20.02079,18.66887,7,1
19.72006,15.46065,7,1
17.6328,13.52467,7,1
14.84929,12.4061,7,1
11.94943,11.26245,7,1
9.214419,9.761072,7,1
6.568865,8.346507,7,1
3.956341,6.87268,7,1
1.66578,4.954497,7,1
0.3226742,2.379898,7,1
-0.3687941,-0.3738964,7,1
-0.1052437,1.856505,7,1
1.044593,4.600477,7,1
3.315411,6.549443,7,1
5.880416,8.313987,7,1
8.726328,9.592716,7,1
11.60573,9.752985,7,1
14.53335,9.169541,7,1
17.43871,9.563193,7,1
18.39174,12.39538,7,1
19.41301,15.07306,7,1
20.06158,17.65202,7,1
19.68205,20.73157,7,1
17.81282,23.21705,7,1
15.87288,25.50542,7,1
13.91059,27.9307,7,1
12.01728,30.41056,7,1
10.67442,32.92357,7,1
9.759499,35.80373,7,1
9.660293,38.83095,7,1
8.748962,41.68089,7,1
7.457338,44.52097,7,1
6.175474,47.36539,7,1
5.416126,50.37236,7,1
5.033523,53.46881,7,1
4.720004,56.56617,7,1
6.184358,58.53804,7,1
7.929999,57.22,7,1
5.995079,57.54727,7,1
4.809987,55.06006,7,1
5.359557,52.02713,7,1
6.282778,49.11959,7,1
7.679611,46.46671,7,1
8.788845,43.55257,7,1
9.50068,40.63848,7,1
9.959226,37.6748,7,1
10.23936,34.56754,7,1
11.18065,31.66111,7,1
13.21064,29.29346,7,1
15.27979,26.9583,7,1
17.25137,24.69722,7,1
18.99945,22.11731,7,1
19.89422,19.46388,7,1
20.27509,16.49305,7,1
18.48439,14.10837,7,1
15.97997,12.46402,7,1
13.19702,11.05558,7,1
10.46397,9.55095,7,1
7.848371,8.081845,7,1
5.242789,6.59532,7,1
2.467179,4.923913,7,1
0.3963671,2.810458,7,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
0,0,8,1
-0.2799996,2.367583,8,1
-1.138388,5.304083,8,1
-1.224125,5.388042,8,1
-4.037462,6.712272,8,1
-7.02076,6.957995,8,1
-10.14073,6.961441,8,1
-13.09718,7.235853,8,1
-15.39693,9.319369,8,1
-17.575,11.38234,8,1
-19.60008,13.7165,8,1
-20.03233,16.67484,8,1
-20.25274,19.90734,8,1
-18.90079,22.14112,8,1
-18.90079,22.14112,8,1
-18.90079,22.14112,8,1
-19.48833,22.26279,8,1
-22.54125,22.90592,8,1
-25.45122,23.63229,8,1
-27.13233,26.04967,8,1
-28.24287,28.94411,8,1
-29.94947,31.11188,8,1
-30.03598,31.82666,8,1
-30.28,34.80497,8,1
-30.06122,36.57092,8,1
-30.13053,36.92418,8,1
-30.39477,39.1616,8,1
-30.39477,39.1616,8,1
-30.39477,39.1616,8,1
