X,Z,trial,finished
12.18676,57.22356,1,1
12.18676,57.22356,1,1
14.19745,57.98206,1,1
14.58192,56.88319,1,1
15.30981,54.02185,1,1
15.22096,51.85406,1,1
13.43799,49.30056,1,1
12.01919,46.66912,1,1
11.29187,43.6352,1,1
10.60048,40.716,1,1
10.08711,37.64473,1,1
10.34815,34.5602,1,1
9.315833,32.01023,1,1
9.495394,29.57545,1,1
11.7153,27.56336,1,1
14.29913,26.06064,1,1
16.85207,24.51533,1,1
18.82502,22.10821,1,1
19.86791,19.58947,1,1
20.28072,16.61801,1,1
18.58929,14.43048,1,1
15.75591,13.12418,1,1
12.92102,11.82133,1,1
9.998936,10.72916,1,1
7.226664,9.298183,1,1
4.568094,7.908226,1,1
2.001398,6.374156,1,1
0.5879506,3.650818,1,1
-0.1047975,0.608821,1,1
0.36,0.3479496,1,1
0.5579261,3.29443,1,1
3.39199,4.398804,1,1
6.335852,4.976456,1,1
9.384646,5.638727,1,1
12.14643,6.742764,1,1
14.50561,8.593929,1,1
16.82129,10.50075,1,1
18.80816,12.74061,1,1
19.75076,15.57732,1,1
20.17378,18.66846,1,1
20.50955,21.75064,1,1
19.17258,24.53558,1,1
17.0941,26.69548,1,1
14.85455,28.86609,1,1
12.55823,30.79661,1,1
10.55098,33.13869,1,1
10.35999,36.03513,1,1
9.961098,39.00285,1,1
11.10892,41.86321,1,1
12.69961,44.54206,1,1
14.32629,47.19136,1,1
15.02828,50.09807,1,1
15.35429,53.20098,1,1
15.35057,56.18837,1,1
13.29356,57.8906,1,1
12.44561,57.22,1,1
12.75126,57.22287,1,1
12.75126,57.22287,1,1
13.78548,58.22012,1,1
14.22328,58.40999,1,1
14.89486,55.74952,1,1
15.35999,52.67585,1,1
13.95232,50.08934,1,1
12.00228,47.81181,1,1
10.4801,45.11302,1,1
9.899117,42.17548,1,1
9.661718,39.18578,1,1
9.729681,36.10698,1,1
9.745802,33.10702,1,1
10.79136,30.37632,1,1
13.19257,28.21714,1,1
15.65211,26.4994,1,1
17.68063,24.1794,1,1
19.10788,21.54363,1,1
19.95527,18.84939,1,1
20.20313,15.74198,1,1
18.98302,13.26738,1,1
16.35878,11.82535,1,1
13.55987,10.75321,1,1
10.57644,9.842839,1,1
7.571401,9.003709,1,1
4.678936,8.207755,1,1
2.094812,6.551201,1,1
0.3881066,4.136913,1,1
-0.1957515,1.087281,1,1
-0.2098789,0.8472226,1,1
-0.365596,3.84067,1,1
-1.360248,6.402488,1,1
0.09137899,7.225205,1,1
3.092229,8.066793,1,1
6.029305,8.677722,1,1
9.13434,8.970378,1,1
12.20113,9.52614,1,1
15.06978,10.39562,1,1
17.75447,11.69617,1,1
19.60888,14.07061,1,1
20.21682,17.0083,1,1
20.36,20.09554,1,1
19.93657,23.03474,1,1
18.17789,25.59375,1,1
15.91465,27.74134,1,1
13.65141,29.88893,1,1
11.47826,31.9571,1,1
10.24997,34.61075,1,1
10.26556,37.61073,1,1
11.45592,40.40345,1,1
13.16243,42.86831,1,1
14.29703,45.76268,1,1
14.92269,48.81422,1,1
15.25294,51.79517,1,1
15.36,54.90057,1,1
14.80313,57.72928,1,1
14.20966,57.64098,1,1
12.12,57.28908,1,1
14.21794,57.69187,1,1
16.12829,58.80341,1,1
15.58817,56.98924,1,1
15.25476,53.98171,1,1
14.68823,51.09546,1,1
13.02118,48.45841,1,1
11.69325,45.64557,1,1
10.67568,42.82343,1,1
9.933452,39.92392,1,1
10.09495,36.80927,1,1
10.27872,33.81543,1,1
11.44583,31.14047,1,1
13.36156,28.67809,1,1
15.59375,26.50028,1,1
17.62109,24.12965,1,1
19.1059,21.54871,1,1
20.02755,18.87414,1,1
19.88745,15.81155,1,1
17.90043,13.71519,1,1
15.32429,12.18283,1,1
12.54509,10.77288,1,1
9.683992,9.870865,1,1
6.704369,8.94552,1,1
3.939044,7.825811,1,1
1.501108,5.890742,1,1
0.1513026,3.277602,1,1
0,0,2,1
0,0,2,1
0,0,2,1
0,0,2,1
0,0,2,1
0,0,2,1
0,0,2,1
0,0,2,1
0.08669376,2.758638,2,1
0.08669376,2.758638,2,1
0.08669376,2.758638,2,1
0.08669376,2.758638,2,1
0.08669376,2.758638,2,1
0.3600309,2.301175,2,1
0.36,1.602471,2,1
-0.2844265,2.583228,2,1
-0.2953552,2.63616,2,1
0.7562829,4.09698,2,1
0.7562829,4.09698,2,1
1.4074,4.404067,2,1
4.370331,5.378325,2,1
7.399377,6.067682,2,1
10.38683,6.2965,2,1
13.48301,6.6813,2,1
12.80189,7.64524,2,1
12.51412,8.294174,2,1
15.41038,9.441761,2,1
17.82632,11.40311,2,1
19.83666,13.68948,2,1
20.36,16.72684,2,1
20.36,19.31662,2,1
20.36,20.38566,2,1
20.43789,21.2189,2,1
20.91164,23.4365,2,1
23.42413,25.15882,2,1
