x,y,DISTANCE,n,risk,safe_first
1204,760,129.5221989,12,0,safe first
1363,760,159,12,0,safe first
1543,760,180,12,0,safe first
1555,931,171.4205355,12,0,safe first
1555,1111,180,12,0,safe first
1654,1198,131.7952958,12,0,safe first
1834,1198,180,12,0,safe first
1969,1213,135.8307771,12,0,safe first
1969,1393,180,12,0,safe first
1969,1573,180,12,0,safe first
1969,1753,180,12,0,safe first
1969,1933,180,12,0,safe first
1969,1945,12,12,0,safe first
2032,1765,190.7065809,12,0,safe first
2107,1585,195,12,0,safe first
2107,1432,153,12,0,safe first
2164,1252,188.8094277,12,0,safe first
2083,1177,110.390217,12,0,safe first
1903,1177,180,12,0,safe first
1834,1288,130.6981255,12,0,safe first
1891,1468,188.8094277,12,0,safe first
1987,1648,204,12,0,safe first
2026,1828,184.1765457,12,0,safe first
2026,2008,180,12,0,safe first
2026,1951,57,12,0,safe first
2134,1771,209.9142682,12,0,safe first
2245,1591,211.4734026,12,0,safe first
2245,1411,180,12,0,safe first
2074,1411,171,12,0,safe first
1924,1411,150,12,0,safe first
1900,1345,70.22819946,12,0,safe first
1870,1306,49.2036584,12,0,safe first
1906,1300,36.49657518,12,0,safe first
1903,1300,3,12,0,safe first
1810,1300,93,12,0,safe first
1774,1153,151.3439791,12,0,safe first
1774,973,180,12,0,safe first
1900,982,126.3210196,12,0,safe first
1966,1108,142.2392351,12,0,safe first
1966,1057,51,12,0,safe first
1813,1018,157.8923684,12,0,safe first
1789,1180,163.7681288,12,0,safe first
1789,1360,180,12,0,safe first
1837,1540,186.2900964,12,0,safe first
1927,1720,201.246118,12,0,safe first
1948,1900,181.2208597,12,0,safe first
2026,2071,187.9494613,12,0,safe first
2206,2071,180,12,0,safe first
2317,1987,139.2012931,12,0,safe first
2317,1807,180,12,0,safe first
2317,1627,180,12,0,safe first
2317,1447,180,12,0,safe first
2317,1267,180,12,0,safe first
2254,1174,112.3298714,12,0,safe first
2194,1114,84.85281374,12,0,safe first
2167,1063,57.70615219,12,0,safe first
2110,1063,57,12,0,safe first
2098,1036,29.54657341,12,0,safe first
1996,946,136.0294086,12,0,safe first
1897,1036,133.7946187,12,0,safe first
1999,1081,111.4854251,12,0,safe first
1969,1171,94.86832981,12,0,safe first
1900,1123,84.05355436,12,0,safe first
1903,1081,42.10700654,12,0,safe first
1786,1018,132.8834075,12,0,safe first
1783,1198,180.0249983,12,0,safe first
1783,1378,180,12,0,safe first
1828,1558,185.5397532,12,0,safe first
1834,1738,180.0999722,12,0,safe first
1972,1918,226.8126981,12,0,safe first
1972,1981,63,12,0,safe first
2047,1801,195,12,0,safe first
2227,1621,254.5584412,12,0,safe first
2263,1441,183.5647025,12,0,safe first
2236,1261,182.0137357,12,0,safe first
2212,1210,56.36488268,12,0,safe first
2212,1168,42,12,0,safe first
2212,1120,48,12,0,safe first
2212,1018,102,12,0,safe first
2179,838,183,12,0,safe first
2050,724,172.1540008,12,0,safe first
2047,877,153.0294089,12,0,safe first
1969,994,140.6164997,12,0,safe first
1921,1021,55.07267925,12,0,safe first
1969,1150,137.640837,12,0,safe first
1903,1138,67.08203932,12,0,safe first
1921,973,165.9789143,12,0,safe first
2059,907,152.9705854,12,0,safe first
2107,727,186.2900964,12,0,safe first
2146,805,87.20665112,12,0,safe first
2146,985,180,12,0,safe first
2146,1165,180,12,0,safe first
2146,1345,180,12,0,safe first
2146,1525,180,12,0,safe first
2146,1705,180,12,0,safe first
2146,1885,180,12,0,safe first
2086,2038,164.3441511,12,0,safe first
2086,1864,174,12,0,safe first
1912,1684,250.3517525,12,0,safe first
1849,1504,190.7065809,12,0,safe first
1801,1324,186.2900964,12,0,safe first
1819,1144,180.8977612,12,0,safe first
1819,964,180,12,0,safe first
1819,784,180,12,0,safe first
1924,637,180.6488306,12,0,safe first
2038,703,131.7269904,12,0,safe first
2005,841,141.8908031,12,0,safe first
1978,952,114.2365966,12,0,safe first
1927,1027,90.69729875,12,0,safe first
1987,1183,167.1406593,12,0,safe first
1900,1126,104.0096149,12,0,safe first
1957,949,185.9516066,12,0,safe first
1981,970,31.89043744,12,0,safe first
2062,856,139.8463442,12,0,safe first
1975,676,199.922485,12,0,safe first
1798,679,177.0254219,12,0,safe first
1798,859,180,12,0,safe first
1798,1039,180,12,0,safe first
1798,1219,180,12,0,safe first
1798,1399,180,12,0,safe first
1840,1579,184.8350616,12,0,safe first
1852,1759,180.3995565,12,0,safe first
1951,1939,205.4288198,12,0,safe first
1984,1999,68.47627326,12,0,safe first
2014,1819,182.4828759,12,0,safe first
2194,1639,254.5584412,12,0,safe first
2203,1459,180.2248596,12,0,safe first
2185,1279,180.8977612,12,0,safe first
2167,1099,180.8977612,12,0,safe first
2167,919,180,12,0,safe first
2071,751,193.494186,12,0,safe first
2017,847,110.1453585,12,0,safe first
1945,958,132.3064624,12,0,safe first
1933,1126,168.4280262,12,0,safe first
1909,1129,24.18677324,12,0,safe first
1963,949,187.9255172,12,0,safe first
1975,976,29.54657341,12,0,safe first
2005,823,155.9134375,12,0,safe first
2143,670,206.041258,12,0,safe first
2143,850,180,12,0,safe first
2143,1030,180,12,0,safe first
2143,1210,180,12,0,safe first
2143,1390,180,12,0,safe first
2143,1570,180,12,0,safe first
2143,1750,180,12,0,safe first
2125,1930,180.8977612,12,0,safe first
2095,1981,59.16924877,12,0,safe first
2137,1801,184.8350616,12,0,safe first
2239,1621,206.8912758,12,0,safe first
2221,1441,180.8977612,12,0,safe first
2389,1261,246.2194143,12,0,safe first
2569,1081,254.5584412,12,0,safe first
2749,901,254.5584412,12,0,safe first
2863,748,190.8009434,12,0,safe first
2731,748,132,12,0,safe first
2551,748,180,12,0,safe first
2371,748,180,12,0,safe first
2212,748,159,12,0,safe first
2056,748,156,12,0,safe first
2029,841,96.84007435,12,0,safe first
2011,973,133.2216199,12,0,safe first
1924,1051,116.8460526,12,0,safe first
1984,1156,120.9338662,12,0,safe first
1915,1066,113.406349,12,0,safe first
1930,982,85.32877592,12,0,safe first
2035,928,118.0720119,12,0,safe first
2074,793,140.5204611,12,0,safe first
2137,883,109.8590005,12,0,safe first
2137,1063,180,12,0,safe first
2137,1243,180,12,0,safe first
2137,1423,180,12,0,safe first
2137,1603,180,12,0,safe first
2137,1783,180,12,0,safe first
2137,1963,180,12,0,safe first
2098,2005,57.31491952,12,0,safe first
2098,1825,180,12,0,safe first
2125,1645,182.0137357,12,0,safe first
2161,1465,183.5647025,12,0,safe first
2173,1285,180.3995565,12,0,safe first
2161,1105,180.3995565,12,0,safe first
2161,925,180,12,0,safe first
2098,745,190.7065809,12,0,safe first
2029,796,85.80209788,12,0,safe first
2023,970,174.1034175,12,0,safe first
1930,1051,123.3288287,12,0,safe first
1975,1156,114.2365966,12,0,safe first
1918,1027,141.0319113,12,0,safe first
1987,949,104.1393297,12,0,safe first
2068,943,81.22191822,12,0,safe first
2125,814,141.0319113,12,0,safe first
2152,979,167.1944975,12,0,safe first
2152,1159,180,12,0,safe first
2152,1339,180,12,0,safe first
2152,1519,180,12,0,safe first
2119,1699,183,12,0,safe first
2011,1879,209.9142682,12,0,safe first
2020,2023,144.2809759,12,0,safe first
2002,1924,100.623059,12,0,safe first
1870,1858,147.5804865,12,0,safe first
1870,1678,180,12,0,safe first
1870,1498,180,12,0,safe first
1813,1318,188.8094277,12,0,safe first
1813,1138,180,12,0,safe first
1813,958,180,12,0,safe first
1813,778,180,12,0,safe first
1978,760,165.9789143,12,0,safe first
2026,892,140.4563989,12,0,safe first
1921,973,132.6122166,12,0,safe first
1921,1153,180,12,0,safe first
1918,1114,39.11521443,12,0,safe first
1963,949,171.0263138,12,0,safe first
2017,901,72.24956747,12,0,safe first
2077,775,139.5564402,12,0,safe first
2158,892,142.3024947,12,0,safe first
2158,1072,180,12,0,safe first
2158,1252,180,12,0,safe first
2158,1432,180,12,0,safe first
2158,1612,180,12,0,safe first
2158,1792,180,12,0,safe first
2119,1972,184.1765457,12,0,safe first
2131,1945,29.54657341,12,0,safe first
2185,1765,187.9255172,12,0,safe first
2185,1585,180,12,0,safe first
2185,1405,180,12,0,safe first
2185,1225,180,12,0,safe first
2164,1045,181.2208597,12,0,safe first
2164,865,180,12,0,safe first
2047,799,134.3316791,12,0,safe first
2041,979,180.0999722,12,0,safe first
1954,994,88.28363382,12,0,safe first
1930,1114,122.3764683,12,0,safe first
2002,1171,91.83136719,12,0,safe first
1927,1117,92.4175308,12,0,safe first
1984,994,135.5654823,12,0,safe first
2050,868,142.2392351,12,0,safe first
2155,781,136.3598181,12,0,safe first
2335,781,180,12,0,safe first
2515,781,180,12,0,safe first
2695,781,180,12,0,safe first
2875,781,180,12,0,safe first
3055,781,180,12,0,safe first
3235,781,180,12,0,safe first
3265,934,155.9134375,12,0,safe first
3265,1114,180,12,0,safe first
3265,1294,180,12,0,safe first
3199,1432,152.9705854,12,0,safe first
3019,1432,180,12,0,safe first
2839,1432,180,12,0,safe first
2659,1432,180,12,0,safe first
2479,1432,180,12,0,safe first
2299,1432,180,12,0,safe first
2119,1567,225,12,0,safe first
2251,2065,75,12,1,safe first
2431,2065,180,12,1,safe first
2611,2065,180,12,1,safe first
2563,2065,48,12,1,safe first
2665,2032,107.2054103,12,1,safe first
2845,2032,180,12,1,safe first
2809,2032,36,12,1,safe first
2629,2032,180,12,1,safe first
2449,2032,180,12,1,safe first
2344,2098,124.0201597,12,1,safe first
2344,2248,150,12,1,safe first
2344,2428,180,12,1,safe first
2344,2605,177,12,1,safe first
2521,2605,177,12,1,safe first
2701,2605,180,12,1,safe first
2881,2605,180,12,1,safe first
3010,2605,129,12,1,safe first
3190,2605,180,12,1,safe first
3265,2605,75,12,1,safe first
3085,2605,180,12,1,safe first
2905,2605,180,12,1,safe first
2725,2605,180,12,1,safe first
2614,2551,123.4382437,12,1,safe first
2551,2443,125.0319959,12,1,safe first
2371,2443,180,12,1,safe first
2239,2389,142.6183719,12,1,safe first
2239,2284,105,12,1,safe first
2239,2218,66,12,1,safe first
2239,2038,180,12,1,safe first
2239,1858,180,12,1,safe first
2104,1849,135.2996674,12,1,safe first
1942,1849,162,12,1,safe first
1843,1849,99,12,1,safe first
1864,1996,148.492424,12,1,safe first
1936,2059,95.67131231,12,1,safe first
1966,2059,30,12,1,safe first
2077,2059,111,12,1,safe first
2077,2059,0,12,1,safe first
1954,2059,123,12,1,safe first
1774,2059,180,12,1,safe first
1606,2065,168.1071087,12,1,safe first
1606,2245,180,12,1,safe first
1606,2425,180,12,1,safe first
1606,2605,180,12,1,safe first
1606,2785,180,12,1,safe first
1693,2875,125.1758763,12,1,safe first
1786,2875,93,12,1,safe first
1942,2875,156,12,1,safe first
1942,3046,171,12,1,safe first
1942,3226,180,12,1,safe first
1942,3328,102,12,1,safe first
1852,3382,104.9571341,12,1,safe first
1672,3382,180,12,1,safe first
1492,3382,180,12,1,safe first
1312,3382,180,12,1,safe first
1132,3382,180,12,1,safe first
1030,3310,124.8519123,12,1,safe first
1030,3160,150,12,1,safe first
1030,2980,180,12,1,safe first
1030,2800,180,12,1,safe first
964,2689,129.1394595,12,1,safe first
865,2614,124.2014493,12,1,safe first
706,2590,160.8011194,12,1,safe first
676,2440,152.9705854,12,1,safe first
676,2260,180,12,1,safe first
676,2080,180,12,1,safe first
676,1900,180,12,1,safe first
676,1720,180,12,1,safe first
787,1693,114.2365966,12,1,safe first
880,1669,96.04686356,12,1,safe first
1006,1633,131.041978,12,1,safe first
1138,1600,136.0624856,12,1,safe first
1138,1492,108,12,1,safe first
1138,1672,180,12,1,safe first
1210,1789,137.3790377,12,1,safe first
1390,1789,180,12,1,safe first
1543,1789,153,12,1,safe first
1543,1966,177,12,1,safe first
1543,2146,180,12,1,safe first
1552,2299,153.2644773,12,1,safe first
1732,2299,180,12,1,safe first
1912,2299,180,12,1,safe first
2011,2248,111.3642672,12,1,safe first
2050,2104,149.1878011,12,1,safe first
1921,2086,130.2497601,12,1,safe first
1837,1996,123.1097072,12,1,safe first
1837,1816,180,12,1,safe first
1837,1636,180,12,1,safe first
1837,1516,120,12,1,safe first
1930,1594,121.3795699,12,1,safe first
1981,1462,141.509717,12,1,safe first
1981,1282,180,12,1,safe first
2086,1186,142.2708684,12,1,safe first
2218,1096,159.7623235,12,1,safe first
2332,1096,114,12,1,safe first
2332,1252,156,12,1,safe first
2332,1324,72,12,1,safe first
2332,1237,87,12,1,safe first
2179,1210,155.3640885,12,1,safe first
2104,1210,75,12,1,safe first
2053,1186,56.36488268,12,1,safe first
2053,1366,180,12,1,safe first
2101,1501,143.2794472,12,1,safe first
2281,1501,180,12,1,safe first
2323,1648,152.8823077,12,1,safe first
2380,1774,138.2931669,12,1,safe first
2284,1813,103.6194962,12,1,safe first
2131,1849,157.1782428,12,1,safe first
2128,2026,177.0254219,12,1,safe first
2092,1921,111,12,1,safe first
2092,1741,180,12,1,safe first
2092,1561,180,12,1,safe first
2092,1381,180,12,1,safe first
2092,1228,153,12,1,safe first
2092,1408,180,12,1,safe first
2092,1588,180,12,1,safe first
2092,1732,144,12,1,safe first
2092,1912,180,12,1,safe first
2092,2020,108,12,1,safe first
2092,1840,180,12,1,safe first
2092,1660,180,12,1,safe first
2092,1480,180,12,1,safe first
2092,1300,180,12,1,safe first
2092,1321,21,12,1,safe first
2092,1501,180,12,1,safe first
2092,1681,180,12,1,safe first
2092,1861,180,12,1,safe first
2092,2020,159,12,1,safe first
2092,1855,165,12,1,safe first
2092,1675,180,12,1,safe first
2092,1495,180,12,1,safe first
2092,1315,180,12,1,safe first
2092,1294,21,12,1,safe first
2092,1474,180,12,1,safe first
2092,1654,180,12,1,safe first
2092,1834,180,12,1,safe first
2092,2014,180,12,1,safe first
1990,2020,102.1763182,12,1,safe first
1987,2050,30.14962686,12,1,safe first
1987,1978,72,12,1,safe first
1987,1798,180,12,1,safe first
1960,1672,128.8603896,12,1,safe first
1954,1519,153.1176019,12,1,safe first
1954,1339,180,12,1,safe first
2083,1273,144.9034161,12,1,safe first
2083,1312,39,12,1,safe first
2083,1453,141,12,1,safe first
2035,1489,60,12,1,safe first
1861,1501,174.4133022,12,1,safe first
1861,1681,180,12,1,safe first
1861,1861,180,12,1,safe first
1906,2002,148.0067566,12,1,safe first
2005,2050,110.0227249,12,1,safe first
2053,2050,48,12,1,safe first
2008,2050,45,12,1,safe first
1984,2050,24,12,1,safe first
1984,1987,63,12,1,safe first
1963,1858,130.6981255,12,1,safe first
1963,1984,126,12,1,safe first
1963,2032,48,12,1,safe first
1963,2032,0,12,1,safe first
1963,2032,0,12,1,safe first
1963,1990,42,12,1,safe first
1963,1900,90,12,1,safe first
1963,1738,162,12,1,safe first
1963,1834,96,12,1,safe first
1963,2014,180,12,1,safe first
1963,2017,3,12,1,safe first
2032,2017,69,12,1,safe first
2038,2071,54.33231083,12,1,safe first
2086,2059,49.47726751,12,1,safe first
2086,2023,36,12,1,safe first
2086,2005,18,12,1,safe first
2086,1891,114,12,1,safe first
2086,1828,63,12,1,safe first
1954,1783,139.4596716,12,1,safe first
1840,1714,133.2553939,12,1,safe first
1873,1645,76.4852927,12,1,safe first
1966,1645,93,12,1,safe first
1966,1645,0,12,1,safe first
1966,1645,0,12,1,safe first
1966,1645,0,12,1,safe first
1966,1645,0,12,1,safe first
1966,1603,42,12,1,safe first
1966,1561,42,12,1,safe first
1993,1627,71.30918594,12,1,safe first
1993,1648,21,12,1,safe first
1975,1648,18,12,1,safe first
1975,1618,30,12,1,safe first
1975,1573,45,12,1,safe first
1975,1672,99,12,1,safe first
1975,1645,27,12,1,safe first
1957,1630,23.43074903,12,1,safe first
1957,1615,15,12,1,safe first
1957,1615,0,12,1,safe first
1957,1615,0,12,1,safe first
1957,1615,0,12,1,safe first
1957,1504,111,12,1,safe first
1957,1324,180,12,1,safe first
2119,1303,163.3554407,12,1,safe first
2245,1240,140.8722826,12,1,safe first
2245,1195,45,12,1,safe first
2245,1195,0,12,1,safe first
2173,1195,72,12,1,safe first
2131,1300,113.0884609,12,1,safe first
2224,1390,129.4179277,12,1,safe first
2224,1570,180,12,1,safe first
2224,1750,180,12,1,safe first
2224,1930,180,12,1,safe first
2086,1996,152.9705854,12,1,safe first
1993,2044,104.6565813,12,1,safe first
1993,2044,0,12,1,safe first
1993,2044,0,12,1,safe first
1993,1969,75,12,1,safe first
1993,1789,180,12,1,safe first
1966,1651,140.6164997,12,1,safe first
1966,1612,39,12,1,safe first
1966,1432,180,12,1,safe first
1972,1252,180.0999722,12,1,safe first
2092,1213,126.1784451,12,1,safe first
2104,1156,58.24946352,12,1,safe first
2206,1072,132.1362933,12,1,safe first
2335,1072,129,12,1,safe first
2365,1090,34.98571137,12,1,safe first
2365,1090,0,12,1,safe first
2347,1090,18,12,1,safe first
2206,1090,141,12,1,safe first
2143,1153,89.09545443,12,1,safe first
2143,1291,138,12,1,safe first
2143,1471,180,12,1,safe first
2143,1651,180,12,1,safe first
2143,1831,180,12,1,safe first
2143,2011,180,12,1,safe first
1996,2029,148.0979406,12,1,safe first
1978,2029,18,12,1,safe first
1975,1921,108.0416586,12,1,safe first
1975,1921,0,12,1,safe first
1975,1783,138,12,1,safe first
1975,1603,180,12,1,safe first
1975,1423,180,12,1,safe first
1975,1243,180,12,1,safe first
2080,1210,110.063618,12,1,safe first
1972,1273,125.0319959,12,1,safe first
1876,1372,137.9021392,12,1,safe first
1876,1552,180,12,1,safe first
1948,1675,142.5236822,12,1,safe first
1972,1657,30,12,1,safe first
